,sigma,seed,rqaoa_type,n_steps,n_max,r,optimization_schedule
709,100.0,55,adaptive,3,3,0.7433611960459682,"[2, 3, 2, 2]"
710,100.0,56,custom,3,3,0.938911126172772,"[3, 3, 3]"
711,100.0,56,adaptive,3,3,0.8570567786157506,"[1, 1, 2, 2, 1, 1, 1]"
712,100.0,57,custom,3,3,1.0,"[3, 2, 3, 1]"
713,100.0,57,adaptive,3,3,0.8198158534026976,"[1, 2, 2, 2, 1, 1]"
714,100.0,58,custom,3,3,0.9057596178678874,"[3, 3, 3]"
715,100.0,58,adaptive,3,3,1.0,"[1, 2, 2, 2, 2]"
716,100.0,59,custom,3,3,0.7168035461101612,"[3, 3, 3]"
717,100.0,59,adaptive,3,3,0.9867345985394326,"[3, 1, 1, 2, 2]"
718,100.0,60,custom,3,3,0.9854654896365109,"[3, 3, 3]"
719,100.0,60,adaptive,3,3,0.9628327832434057,"[2, 2, 2, 2, 1]"
720,100.0,61,custom,3,3,0.8606902525149248,"[3, 3, 2, 1]"
721,100.0,61,adaptive,3,3,0.8606902525149248,"[1, 2, 1, 3, 2]"
722,100.0,62,custom,3,3,0.877937547531622,"[3, 3, 3]"
723,100.0,62,adaptive,3,3,0.9274300467507657,"[2, 1, 2, 3, 1]"
724,100.0,63,custom,3,3,1.0,"[3, 3, 2, 1]"
725,100.0,63,adaptive,3,3,0.9796032683280247,"[1, 2, 1, 2, 2, 1]"
726,100.0,64,custom,3,3,0.630247380568163,"[3, 3, 3]"
727,100.0,64,adaptive,3,3,0.5414176468395119,"[2, 2, 2, 1, 2]"
728,100.0,65,custom,3,3,1.0,"[3, 3, 3]"
729,100.0,65,adaptive,3,3,0.8905884836398051,"[1, 2, 2, 2, 2]"
730,100.0,66,custom,3,3,1.0,"[3, 3, 3]"
731,100.0,66,adaptive,3,3,0.6876679674432691,"[2, 2, 1, 1, 3]"
732,100.0,67,custom,3,3,0.6770181785063571,"[3, 3, 3]"
733,100.0,67,adaptive,3,3,0.8766110421092798,"[1, 2, 2, 1, 2, 1]"
734,100.0,68,custom,3,3,0.8200116957164478,"[3, 3, 3]"
735,100.0,68,adaptive,3,3,0.8392259356607551,"[2, 2, 2, 1, 2]"
736,100.0,69,custom,3,3,0.7283267450095924,"[3, 3, 3]"
737,100.0,69,adaptive,3,3,0.8347619996872581,"[3, 2, 2, 1, 1]"
738,100.0,70,custom,3,3,0.6304631317195891,"[3, 2, 3, 1]"
739,100.0,70,adaptive,3,3,0.6304631317195891,"[2, 2, 2, 1, 1, 1]"
740,100.0,71,custom,3,3,0.8412351996434273,"[3, 3, 3]"
741,100.0,71,adaptive,3,3,0.9113065124103538,"[2, 1, 1, 2, 2, 1]"
742,100.0,72,custom,3,3,0.9332885747373125,"[3, 3, 3]"
743,100.0,72,adaptive,3,3,0.9332885747373125,"[2, 2, 2, 3]"
744,100.0,73,custom,3,3,1.0,"[3, 3, 3]"
745,100.0,73,adaptive,3,3,0.6812400238226156,"[2, 2, 1, 2, 2]"
746,100.0,74,custom,3,3,0.8608191055264146,"[3, 3, 3]"
747,100.0,74,adaptive,3,3,1.0,"[2, 3, 2, 1, 1]"
748,100.0,75,custom,3,3,0.9398570726407396,"[3, 3, 2, 1]"
749,100.0,75,adaptive,3,3,0.9398570726407396,"[3, 3, 2, 1]"
750,100.0,76,custom,3,3,0.8917310315515127,"[3, 3, 3]"
751,100.0,76,adaptive,3,3,0.8917310315515127,"[3, 2, 2, 2]"
752,100.0,77,custom,3,3,0.9007071564383318,"[3, 3, 3]"
753,100.0,77,adaptive,3,3,0.9269556932299685,"[2, 2, 2, 2, 1]"
754,100.0,78,custom,3,3,0.9919140908320123,"[3, 3, 3]"
755,100.0,78,adaptive,3,3,0.9377468052013479,"[2, 2, 2, 3]"
756,100.0,79,custom,3,3,0.5498623735001961,"[3, 3, 3]"
757,100.0,79,adaptive,3,3,1.0,"[1, 1, 2, 1, 3, 1]"
758,100.0,80,custom,3,3,1.0,"[3, 3, 3]"
759,100.0,80,adaptive,3,3,1.0,"[2, 2, 1, 3, 1]"
760,100.0,81,custom,3,3,0.9137865453780475,"[3, 3, 3]"
761,100.0,81,adaptive,3,3,1.0,"[2, 3, 1, 1, 1, 1]"
762,100.0,82,custom,3,3,1.0,"[3, 3, 3]"
763,100.0,82,adaptive,3,3,0.9972729046295586,"[1, 2, 1, 2, 2, 1]"
764,100.0,83,custom,3,3,0.651626913355422,"[3, 3, 3]"
765,100.0,83,adaptive,3,3,0.9159788367242305,"[2, 1, 1, 2, 2, 1]"
766,100.0,84,custom,3,3,0.7635884245108711,"[3, 3, 2, 1]"
767,100.0,84,adaptive,3,3,0.8577488185167204,"[2, 2, 2, 1, 2]"
768,100.0,85,custom,3,3,0.58534454515861,"[2, 3, 3, 1]"
769,100.0,85,adaptive,3,3,0.8781748738820985,"[2, 1, 1, 2, 2, 1]"
770,100.0,86,custom,3,3,0.5947495507930952,"[3, 3, 3]"
771,100.0,86,adaptive,3,3,1.0,"[1, 2, 1, 1, 2, 1, 1]"
772,100.0,87,custom,3,3,0.7323521820857826,"[3, 3, 3]"
773,100.0,87,adaptive,3,3,0.8136715608217975,"[2, 1, 1, 1, 2, 1, 1]"
774,100.0,88,custom,3,3,0.7541117957366207,"[3, 3, 3]"
775,100.0,88,adaptive,3,3,1.0,"[1, 3, 2, 2, 1]"
776,100.0,89,custom,3,3,0.6494079428271798,"[3, 3, 3]"
777,100.0,89,adaptive,3,3,0.7012922063652179,"[3, 2, 2, 1, 1]"
778,100.0,90,custom,3,3,0.546614850752608,"[3, 3, 2, 1]"
779,100.0,90,adaptive,3,3,0.755114177240224,"[1, 1, 2, 2, 1, 1, 1]"
780,100.0,91,custom,3,3,0.9052956218263816,"[3, 3, 3]"
781,100.0,91,adaptive,3,3,0.9052956218263816,"[1, 1, 3, 1, 3]"
782,100.0,92,custom,3,3,0.6959509043197367,"[3, 3, 3]"
783,100.0,92,adaptive,3,3,0.7847536809433255,"[2, 2, 2, 2, 1]"
784,100.0,93,custom,3,3,0.9209521863893482,"[3, 3, 3]"
785,100.0,93,adaptive,3,3,0.8778677814168365,"[1, 1, 1, 2, 2, 1, 1]"
786,100.0,94,custom,3,3,0.8097165888683249,"[3, 3, 3]"
787,100.0,94,adaptive,3,3,0.9650284701861638,"[1, 2, 2, 2, 1, 1]"
788,100.0,95,custom,3,3,0.9552485051768319,"[3, 3, 3]"
789,100.0,95,adaptive,3,3,0.987104021166552,"[2, 2, 1, 2, 1, 1]"
790,100.0,96,custom,3,3,0.9614854095338445,"[3, 3, 3]"
791,100.0,96,adaptive,3,3,1.0,"[1, 1, 2, 1, 2, 1, 1]"
792,100.0,97,custom,3,3,0.7833102029583613,"[3, 3, 3]"
793,100.0,97,adaptive,3,3,0.8228350487709629,"[3, 2, 1, 1, 2]"
794,100.0,98,custom,3,3,0.628903084712962,"[3, 3, 3]"
795,100.0,98,adaptive,3,3,0.6602527364623761,"[1, 2, 2, 1, 1, 1, 1]"
796,100.0,99,custom,3,3,0.5294891531649513,"[3, 3, 3]"
797,100.0,99,adaptive,3,3,0.7717100558832654,"[2, 2, 1, 2, 1, 1]"
798,100.0,100,custom,3,3,0.8838997666300534,"[3, 3, 3]"
799,100.0,100,adaptive,3,3,0.9921679974043157,"[2, 1, 2, 2, 1, 1]"
